Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Long Statement,The length of the statement "ansPanelLayout.setHorizontalGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addGap(31`31`31).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addComponent(labelForNormalityAns`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(labelForMolalityAns`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(labelForMolarityAns`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGap(18`18`18).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.TRAILING`false).addComponent(molalityAnsLabel`GroupLayout.DEFAULT_SIZE`675`Short.MAX_VALUE).addComponent(normalityAnsLabel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE).addComponent(molarityAnsLabel`GroupLayout.Alignment.LEADING`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addContainerGap(GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)));" is 1009.,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Long Statement,The length of the statement "ansPanelLayout.setVerticalGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(ansPanelLayout.createSequentialGroup().addGap(32`32`32).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForMolarityAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(molarityAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForMolalityAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(molalityAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(ansPanelLayout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForNormalityAns`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(normalityAnsLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE)).addContainerGap(32`Short.MAX_VALUE)));" is 1083.,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Long Statement,The length of the statement "layout.setHorizontalGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(layout.createSequentialGroup().addGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(layout.createSequentialGroup().addContainerGap().addComponent(ansPanel`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addGroup(layout.createSequentialGroup().addGap(40`40`40).addGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(layout.createSequentialGroup().addComponent(formatLabel).addGap(31`31`31).addComponent(molarityCheckBox).addGap(18`18`18).addComponent(molalityCheckBox).addGap(18`18`18).addComponent(normalityCheckBox)).addGroup(layout.createSequentialGroup().addComponent(getConcentrationButton).addGap(18`18`18).addComponent(clearButton)).addComponent(errorMessagePanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addComponent(labelForCompoundTextfield).addComponent(labelForMassTextfield).addGroup(layout.createSequentialGroup().addGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(labelForVolumeTextfield).addComponent(labelForEquivalentNumTextfield)).addGap(28`28`28).addGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addComponent(equivalentNumTextfield`GroupLayout.PREFERRED_SIZE`268`GroupLayout.PREFERRED_SIZE).addGroup(layout.createSequentialGroup().addGroup(layout.createParallelGroup(GroupLayout.Alignment.TRAILING).addComponent(compoundTextfield`GroupLayout.PREFERRED_SIZE`270`GroupLayout.PREFERRED_SIZE).addComponent(volumeTextfield`GroupLayout.PREFERRED_SIZE`270`GroupLayout.PREFERRED_SIZE)).addGap(18`18`18).addComponent(volumeUnitComboBox`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE)).addGroup(layout.createSequentialGroup().addComponent(massTextfield`GroupLayout.PREFERRED_SIZE`270`GroupLayout.PREFERRED_SIZE).addGap(18`18`18).addComponent(massUnitComboBox`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE))))).addGap(0`134`Short.MAX_VALUE))).addContainerGap()));" is 2079.,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Long Statement,The length of the statement "layout.setVerticalGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING).addGroup(layout.createSequentialGroup().addGap(32`32`32).addComponent(errorMessagePanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addGap(19`19`19).addGroup(layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForCompoundTextfield`GroupLayout.PREFERRED_SIZE`42`GroupLayout.PREFERRED_SIZE).addComponent(compoundTextfield`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(layout.createParallelGroup(GroupLayout.Alignment.LEADING`false).addGroup(layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(massTextfield`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE).addComponent(massUnitComboBox`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE)).addComponent(labelForMassTextfield`GroupLayout.DEFAULT_SIZE`GroupLayout.DEFAULT_SIZE`Short.MAX_VALUE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(volumeTextfield`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE).addComponent(volumeUnitComboBox`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE).addComponent(labelForVolumeTextfield`GroupLayout.DEFAULT_SIZE`45`Short.MAX_VALUE)).addPreferredGap(LayoutStyle.ComponentPlacement.RELATED).addGroup(layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(labelForEquivalentNumTextfield`GroupLayout.PREFERRED_SIZE`43`GroupLayout.PREFERRED_SIZE).addComponent(equivalentNumTextfield`GroupLayout.DEFAULT_SIZE`43`Short.MAX_VALUE)).addGap(39`39`39).addGroup(layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(formatLabel`GroupLayout.PREFERRED_SIZE`36`GroupLayout.PREFERRED_SIZE).addComponent(molarityCheckBox).addComponent(molalityCheckBox).addComponent(normalityCheckBox)).addGap(18`18`18).addGroup(layout.createParallelGroup(GroupLayout.Alignment.BASELINE).addComponent(getConcentrationButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE).addComponent(clearButton`GroupLayout.PREFERRED_SIZE`40`GroupLayout.PREFERRED_SIZE)).addGap(12`12`12).addComponent(ansPanel`GroupLayout.PREFERRED_SIZE`GroupLayout.DEFAULT_SIZE`GroupLayout.PREFERRED_SIZE).addContainerGap()));" is 2353.,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 654,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 675,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 31,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 28,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 28,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 28,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 268,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 270,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 270,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 270,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 134,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 32,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 19,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 19,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 19,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 42,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 45,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 43,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 39,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 39,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 39,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 36,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 18,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 40,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 12,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 12,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,setComponentLayout,Magic Number,The method contains a magic number: 12,176
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,getConcentrationButtonActionPerformed,Complex Conditional,The conditional expression molarityCheckBox.isSelected() || molalityCheckBox.isSelected() || normalityCheckBox.isSelected() is complex.,319
chemistry-calculator,ChemistryCalculator.frontend,ConcentrationPanel,getConcentrationButtonActionPerformed,Complex Method,Cyclomatic complexity of the method is 9,319
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 64,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 43,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 100,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 64,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 43,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 100,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 85,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 65,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 118,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 204,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 14,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
chemistry-calculator,ChemistryCalculator.frontend,ElectronConfigPanel,initComponent,Magic Number,The method contains a magic number: 255,37
